Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,sku_id
Munchies,MTR Idli/Dosa/Chilly Chutney Powder,11500,0,3,11500,200,FALSE,200,975
Munchies,Delight Nuts Trail Mix ,39900,25,6,29900,200,FALSE,200,976
Munchies,Praakritik Organic Chilka Moong Dal,12000,10,6,10800,500,FALSE,500,977
Munchies,Smith & Jones Garlic & Herbs Masala Mix,9900,0,6,9900,75,FALSE,75,978
Munchies,Eastern Tamarind,6300,0,6,6300,200,FALSE,200,979
Munchies,Tong Garden Wasabi Coated Greenpeas Tin,20000,11,6,17800,180,FALSE,180,980
Munchies,Flying Bird Pineapple Artifical Food Essence,5000,2,6,4900,20,FALSE,20,981
Munchies,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,FALSE,200,982
Munchies,Japanese Choice Udon Noodles,29500,9,6,26600,250,FALSE,250,983
Munchies,Pantai Coconut Milk,15000,0,4,15000,400,FALSE,400,984
Munchies,Praakritik Organic Masoor Dal,13000,10,6,11600,500,FALSE,500,985
Munchies,Popular Essentials Classic Sona Masuri Rice,43000,10,6,38700,5000,FALSE,5,986
Munchies,Popular Essentials Salted Murmure ,7000,18,6,5700,400,FALSE,400,987
Munchies,Oleev Active Oil (Pouch),26500,9,6,23900,1000,FALSE,1,988
Munchies,Delight Nuts Dried Blueberries ,54000,20,6,43200,150,FALSE,150,989
Munchies,Popular Essentials Double Beans White,6000,10,6,5400,250,FALSE,250,990
Munchies,Delight Nuts Almond Natural ,34900,20,6,27900,200,FALSE,200,991
Munchies,Praakritik Organic Jaggery,16000,6,6,15000,900,FALSE,900,992
Munchies,Praakritik Organic Raw Sugar,9000,6,6,8400,500,FALSE,500,993
Munchies,MTR Masala - Sambar Powder,11500,0,4,11500,200,FALSE,200,994
Munchies,RRO Til Dil Premium Til Oil Bottle,17300,6,6,16200,500,FALSE,500,995
Munchies,ITC Master Chef Vegetable Biryani Cooking Paste,7500,30,5,5200,80,FALSE,80,996
Munchies,Jivana Jaggery,10000,0,2,10000,950,FALSE,950,997
Munchies,Praakritik Organic Besan,17000,6,6,15900,500,FALSE,500,998
Munchies,MTR Instant Gulab Jamun Mix,19500,9,6,17600,500,FALSE,500,999
Munchies,Maggi Magic Cubes Extra Chicken,19900,0,2,19900,240,FALSE,240,1000
Munchies,On1y Mixed Herbs,9900,0,6,9900,14,FALSE,14,1001
Munchies,Popular Essentials Urad Gola Black (Un-Polished),8000,10,6,7200,500,FALSE,500,1002
Munchies,Gits Dessert Mix China Grass Bombay Halwa,5500,0,4,5500,80,FALSE,80,1003
Munchies,Praakritik Organic Basmati Rice,17000,0,5,17000,500,FALSE,500,1004
Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,22000,50,6,11000,200,FALSE,200,1005
Munchies,Borges Canola Oil Pet Bottle,39900,0,6,39900,1000,FALSE,1,1006
Munchies,Suhana Biryani Masala,6600,0,6,6600,50,FALSE,50,1007
Munchies,On1y Black Salt Grinder,9900,0,6,9900,100,FALSE,100,1008
Munchies,Popular Essentials Nylon Til,4000,2,6,3900,100,FALSE,100,1009
Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,17000,6,6,15900,270,FALSE,270,1010
Munchies,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,FALSE,77,1011
Munchies,Praakritik Organic Jowar Atta,11000,6,6,10300,500,FALSE,500,1012
Munchies,Sugarfree Gold Low Calorie Sweetner ,27000,7,6,25100,50,FALSE,50,1013
Munchies,Epicurea Thai Jasmine Rice,29500,0,4,29500,500,FALSE,500,1014
Munchies,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,FALSE,400,1015
Munchies,RRO Primio Refined Groundnut (Jar),49000,11,6,43600,2000,FALSE,2,1016
Munchies,Praakritik Organic Tuvar Dal,14000,0,6,14000,500,FALSE,500,1017
Munchies,Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,FALSE,300,1018
Munchies,Cantina Beans Mexican Beans,25000,14,6,21300,410,FALSE,410,1019
Munchies,Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,FALSE,225,1020
Munchies,Hershey's Chocolate Milk Booster,20000,0,6,20000,450,FALSE,450,1021
Munchies,Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,FALSE,100,1022
Munchies,Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,FALSE,50,1023
Munchies,Praakritik Organic Yellow Moon Dal,13500,0,6,13500,500,FALSE,500,1024
Munchies,Maggi Magic Cubes Extra Chicken,19900,10,6,17900,240,FALSE,240,1025
Munchies,Dhara Filtered Groundnut Oil (Jar),105000,0,2,105000,5000,FALSE,5,1026
Munchies,24 Mantra Sona Masuri Brown Rice,47500,10,6,42300,5000,FALSE,5,1027
Munchies,24 Mantra Organic Pancharatna Dal - Split,13000,7,6,12000,500,FALSE,500,1028
Munchies,24 Mantra Organic Cumin Powder,7000,0,6,7000,100,FALSE,100,1029
Munchies,Popular Essentials Samba Broken Wheat,10000,11,6,8900,500,FALSE,500,1030
Munchies,Betty Crocker Chocolate Fudge Cake Mix,29500,0,6,29500,475,FALSE,475,1031
Munchies,Borges Extra Light Olive Oil Bottle ,260000,46,6,139900,2000,FALSE,2,1032
Munchies,Flying Bird Premium Orange Artificial Food Essence,6000,0,6,6000,20,FALSE,20,1033
Munchies,Popular Essentials Red Cherry/Gundu Chilli,9500,0,6,9500,100,FALSE,100,1034
Munchies,Super Saver Kolam Rice Sortex Clean ,70000,10,3,63000,5000,FALSE,5,1035
Munchies,Flying Bird Food Essence - Kewra,5000,0,6,5000,20,FALSE,20,1036
Munchies,MTR Vada Breakfast,20000,0,1,20000,500,FALSE,500,1037
Munchies,On1y Pasta Seasoning,9900,0,6,9900,30,FALSE,30,1038
Munchies,Praakritik Organic Indrayani Rice,7000,0,6,7000,500,FALSE,500,1039
Munchies,On1y Pizza Seasoning,9900,0,6,9900,28,FALSE,28,1040
Munchies,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,FALSE,285,1041
Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,29500,0,6,29500,500,FALSE,500,1042
Munchies,Weikfield Cooker Cake Mix - Vanilla,9500,0,6,9500,150,FALSE,150,1043
Munchies,Praakritik Organic Kapli Wheat Atta,16500,10,6,14700,1000,FALSE,1,1044
Munchies,Epicurea Sushi Rice,29500,0,6,29500,500,FALSE,500,1045
Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,FALSE,100,1046
Munchies,Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,FALSE,75,1047
Munchies,Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,FALSE,100,1048
Munchies,Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,FALSE,90,1049
Munchies,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,FALSE,500,1050
Munchies,On1y Sea Salt Grinder,8900,0,6,8900,100,FALSE,100,1051
Munchies,Delight Nuts Berries Mix ,39900,20,6,31900,200,FALSE,200,1052
Munchies,Everest Kesari Milk Masala,20500,0,6,20500,50,FALSE,20,1053
Munchies,Praakritik Organic Ginger Powder,13900,10,6,12500,100,FALSE,100,1054
Munchies,Suhana Mutton Gravy Mix,4500,0,4,4500,80,FALSE,80,1055
Munchies,On1y Salad Seasoning Grinder,13900,0,6,13900,45,FALSE,45,1056
Munchies,Figaro Pure Olive Oil,32500,8,1,29900,200,FALSE,200,1057
Munchies,Madhur Sugar,6000,6,0,5600,1000,TRUE,1,1058
Munchies,Amul Fresh Cream,6300,0,0,6300,250,TRUE,250,1059
Munchies,Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,TRUE,5,1060
Munchies,Satyam Poha Jada,3500,8,0,3200,500,TRUE,500,1061
Munchies,Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,TRUE,1,1062
Munchies,Fortune Soyabean Oil,21000,13,0,18100,1000,TRUE,1,1063
Munchies,Maggi Masala Ae Magic,5800,6,0,5400,72,TRUE,72,1064
Munchies,Aashirvaad Iodised Salt ,2200,13,0,1900,1000,TRUE,1,1065
Munchies,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,TRUE,280,1066
Munchies,Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,TRUE,100,1067
Munchies,Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,TRUE,5,1068
Munchies,Tata Sampann Poha,4400,6,0,4100,500,TRUE,500,1069
Munchies,Fortune Besan Flour,12000,0,0,12000,1000,TRUE,1,1070
Munchies,Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,TRUE,500,1071
Munchies,Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,TRUE,100,1072
Munchies,Popular Essentials Chia Seeds,5000,2,0,4900,100,TRUE,100,1073
Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,TRUE,200,1074
Munchies,Everest Coriander Powder,3200,3,0,3100,100,TRUE,100,1075
Munchies,Satyam Thin Poha Patla,3800,7,0,3500,500,TRUE,500,1076
Munchies,Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,TRUE,1,1077
Munchies,Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,TRUE,500,1078
Munchies,Satyam Singdana ,11900,6,0,11100,500,TRUE,500,1079
Munchies,Tata Sampann Moong Chilka ,8800,6,0,8200,500,TRUE,500,1080
Munchies,Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,TRUE,500,1081
Munchies,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20,1082
Munchies,Everest Chat Masala,6500,9,0,5900,100,TRUE,100,1083
Munchies,Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,TRUE,500,1084
Munchies,Dabur Ginger Garlic Paste,5000,6,0,4700,200,TRUE,200,1085
Munchies,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600,1086
Munchies,Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38,1087
Munchies,Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,TRUE,500,1088
Munchies,Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,TRUE,100,1089
Munchies,Daawat Rozana Super Basmati Rice,7900,0,0,7900,1000,TRUE,1,1090
Munchies,Everest Cumin Powder (Jeera),3000,3,0,2900,50,TRUE,50,1091
Munchies,Everest Sambhar Masala,3400,2,0,3300,50,TRUE,50,1092
Munchies,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70,1093
Munchies,Popular Essentials Mustard Seeds Rai Big,2000,0,0,2000,100,TRUE,100,1094
Munchies,Patanjali Cow's Ghee,56500,0,0,56500,1000,TRUE,1,1095
Munchies,Everest Amchur Powder,4200,2,0,4100,50,TRUE,50,1096
Munchies,Daawat Super Basmati Rice,18500,8,0,16900,1000,TRUE,1,1097
Munchies,Popular Essentials Sabudana,6000,10,0,5400,500,TRUE,500,1098
Munchies,Popular Essentials Brown Sugar,4000,0,0,4000,500,TRUE,500,1099
Munchies,Everest Coriander Powder,7000,10,0,6300,200,TRUE,200,1100
Munchies,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240,1101
Munchies,Tata Tea Gold,3500,0,0,3500,100,TRUE,200,1102
Munchies,Daawat Rozana Gold Basmati Rice,9000,1,0,8900,1000,TRUE,1,1103
Munchies,Top Ramen Masala,9100,9,0,8200,560,TRUE,560,1104
Munchies,Everest Turmeric Powder,6700,10,0,6000,200,TRUE,200,1105
Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),12500,9,0,11300,500,TRUE,500,1106
Munchies,Keya Italian Pizza Oregano,10900,11,0,9700,80,TRUE,80,1107
Munchies,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500,1108
Munchies,Tata Sampann Kala Chana,12500,0,0,12500,1000,TRUE,1,1109
Munchies,India Gate Basmati Rice,21000,0,0,21000,1000,TRUE,1,1110
Munchies,24 Mantra Organic Whole Wheat Atta,6400,7,0,5900,1000,TRUE,1,1111
Munchies,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300,1112
Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65,1113
Munchies,Sugarlite 50% Less Calories Sugar Pouch,9900,40,0,5900,500,TRUE,500,1114
Munchies,Popular Essentials Sabja/Basil Seeds,6000,15,0,5100,100,TRUE,100,1115
Munchies,Patanjali Pure Honey,9500,0,0,9500,250,TRUE,250,1116
Munchies,Weikfield Falooda Mix - Mango,4900,2,0,4800,200,TRUE,200,1117
Munchies,Pro Nature Organic Sonamasoori Brown Rice,10200,7,0,9400,1000,TRUE,1,1118
Munchies,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280,1119
Munchies,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250,1120
Munchies,Everest Saffron Kesar,12000,0,0,12000,1,TRUE,0,1121
"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,FALSE,500,1122
"Dairy, Bread & Batter",Mother Dairy Classic Curd,3000,3,6,2900,400,FALSE,400,1123
"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,FALSE,500,1124
"Dairy, Bread & Batter",Amul Butter - Pasteurised,5000,2,6,4900,100,FALSE,100,1125
"Dairy, Bread & Batter",Britannia Sandwich White Bread,3300,0,4,3300,350,FALSE,350,1126
"Dairy, Bread & Batter",iD Curd Pouch,3500,2,6,3400,400,FALSE,400,1127
"Dairy, Bread & Batter",iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1,1128
"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,FALSE,450,1129
"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,FALSE,450,1130
"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,FALSE,200,1131
"Dairy, Bread & Batter",Amul Processed Cheese Cubes,10600,4,6,10100,200,FALSE,200,1132
"Dairy, Bread & Batter",Britannia Pav,2200,0,4,2200,250,FALSE,250,1133
"Dairy, Bread & Batter",Amul Butter - Pasteurised,24500,2,6,24000,500,FALSE,500,1134
"Dairy, Bread & Batter",Arden Eggs White,9700,0,4,9700,696,FALSE,12,1135
"Dairy, Bread & Batter",Arden Eggs White,6500,15,4,5500,348,FALSE,6,1136
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,3500,2,6,3400,200,FALSE,200,1137
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,FALSE,100,1138
"Dairy, Bread & Batter",Amul Frozen Malai Paneer,7500,2,6,7300,200,FALSE,200,1139
"Dairy, Bread & Batter",iD Natural Paneer,10500,5,6,9900,200,FALSE,200,1140
"Dairy, Bread & Batter",Britannia Fruit Bun,1700,0,3,1700,100,FALSE,100,1141
"Dairy, Bread & Batter",Amul Cheese - Processed Slices,12200,1,6,12000,200,FALSE,200,1142
"Dairy, Bread & Batter",iD Curd Cup,6000,0,6,6000,400,FALSE,400,1143
"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,FALSE,400,1144
"Dairy, Bread & Batter",Britannia Multigrain Bread ,5500,0,4,5500,400,FALSE,400,1145
"Dairy, Bread & Batter",Amul Processed Cheese Block,10600,0,6,10600,200,FALSE,200,1146
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,7000,2,6,6800,400,FALSE,400,1147
"Dairy, Bread & Batter",Arden Eggs Brown,8500,7,4,7900,348,FALSE,6,1148
"Dairy, Bread & Batter",Epigamia Misti Doi,3000,0,6,3000,85,FALSE,85,1149
"Dairy, Bread & Batter",Amul Cheese - Block,24500,2,6,24000,500,FALSE,500,1150
"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,FALSE,100,1151
"Dairy, Bread & Batter",Britannia Brown Bread ,4200,0,4,4200,400,FALSE,400,1152
"Dairy, Bread & Batter",Amul Fresh Cream,19700,3,3,19100,1000,FALSE,1,1153
"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,4500,0,6,4500,90,FALSE,90,1154
"Dairy, Bread & Batter",The Bake Shop Pizza Base,3000,0,1,3000,150,FALSE,150,1155
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,FALSE,100,1156
"Dairy, Bread & Batter",D'lecta Dairy Cream,5400,5,6,5100,200,FALSE,200,1157
"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,FALSE,400,1158
"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,6000,5,5,5700,200,FALSE,200,1159
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,FALSE,500,1160
"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,FALSE,200,1161
"Dairy, Bread & Batter",Arden Desi Eggs,11000,13,4,9500,348,FALSE,6,1162
"Dairy, Bread & Batter",Amul Cheese - Pepper,8500,3,6,8200,200,FALSE,200,1163
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,8500,5,6,8000,180,FALSE,180,1164
"Dairy, Bread & Batter",The Bake Shop Foot Long,4000,0,1,4000,200,FALSE,200,1165
"Dairy, Bread & Batter",Amul Cheese Slices,36000,0,1,35900,750,FALSE,750,1166
"Dairy, Bread & Batter",Suguna Sharp Egg ,7200,13,3,6200,348,FALSE,6,1167
"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,FALSE,200,1168
"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,21000,0,4,21000,400,FALSE,400,1169
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,10900,4,6,10400,200,FALSE,200,1170
"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,FALSE,500,1171
"Dairy, Bread & Batter",Amul Lite Spread,4000,2,5,3900,100,FALSE,100,1172
"Dairy, Bread & Batter",Go Cheese Slice - Plain,14000,5,6,13300,200,FALSE,200,1173
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,FALSE,165,1174
"Dairy, Bread & Batter",RRO Sour Cream,27500,50,4,13700,200,FALSE,200,1175
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,FALSE,100,1176
"Dairy, Bread & Batter",Suguna Active - DHA,7200,13,4,6200,348,FALSE,6,1177
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,10000,5,6,9500,160,FALSE,160,1178
"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,FALSE,400,1179
"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,24500,2,6,23800,500,FALSE,500,1180
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,FALSE,325,1181
"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,15500,0,2,15500,200,FALSE,200,1182
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,FALSE,1,1183
"Dairy, Bread & Batter",Go Cheese  Spread Plain,9900,5,6,9400,200,FALSE,200,1184
"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,FALSE,200,1185
"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,FALSE,200,1186
"Dairy, Bread & Batter",D'lecta Cream Cheese,16900,4,4,16100,150,FALSE,150,1187
"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,19900,5,6,18900,200,FALSE,200,1188
"Dairy, Bread & Batter",Suguna Heart- Omega3,7200,13,4,6200,348,FALSE,6,1189
"Dairy, Bread & Batter",Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200,1190
"Dairy, Bread & Batter",Go Pizza Cheese,14000,5,6,13300,200,FALSE,200,1191
"Dairy, Bread & Batter",RRO Cheddar Block Cheese,29500,50,6,14700,200,FALSE,200,1192
"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325,1193
"Dairy, Bread & Batter",Suguna Fit Egg,12000,43,4,6800,348,FALSE,6,1194
"Dairy, Bread & Batter",Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400,1195
"Dairy, Bread & Batter",RRO Fresh Ricotta,27500,50,6,13700,200,FALSE,200,1196
"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,14500,5,6,13700,200,FALSE,200,1197
"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,FALSE,200,1198
"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,15000,0,4,15000,200,FALSE,200,1199
"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,FALSE,400,1200
"Dairy, Bread & Batter",RRO Burrata Cheese,25000,50,4,12500,200,FALSE,200,1201
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,FALSE,325,1202
"Dairy, Bread & Batter",Go Cheese Processed Squares,12500,5,6,11800,200,FALSE,200,1203
"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400,1204
"Dairy, Bread & Batter",Amul Safed Makkhan,23500,1,6,23200,500,FALSE,500,1205
"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,FALSE,200,1206
"Dairy, Bread & Batter",Dlicia Whip Topping Bottle,23500,27,5,17100,1000,FALSE,1,1207
"Dairy, Bread & Batter",Amulya Dairy Whitener ,38000,2,4,37200,1000,FALSE,1,1208
"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,FALSE,120,1209
"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,FALSE,325,1210
"Dairy, Bread & Batter",Go Processed Cheese Block,12500,4,6,11900,200,FALSE,200,1211
"Dairy, Bread & Batter",Go Cheese Processed Block,24900,4,6,23700,400,FALSE,400,1212
"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,FALSE,100,1213
"Dairy, Bread & Batter",RRO Mascarpone Cheese,35500,50,6,17700,200,FALSE,200,1214
"Dairy, Bread & Batter",D'lecta Cheddar Cheese,19900,5,6,18900,200,FALSE,200,1215
"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,16900,0,1,16900,400,FALSE,400,1216
"Dairy, Bread & Batter",Pantai Coconut Milk,15000,0,4,15000,400,FALSE,400,1217
"Dairy, Bread & Batter",Dlecta Cheese Block,14500,0,6,14500,200,FALSE,200,1218
"Dairy, Bread & Batter",President Butter - Salted,5400,0,6,5400,100,FALSE,100,1219
"Dairy, Bread & Batter",The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,FALSE,200,1220
"Dairy, Bread & Batter",Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,FALSE,400,1221
"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,FALSE,180,1222
"Dairy, Bread & Batter",Amul Malai Paneer Fresh ,7600,3,0,7300,200,TRUE,200,1223
"Dairy, Bread & Batter",Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,TRUE,1,1224
"Dairy, Bread & Batter",Amul Fresh Cream,6300,0,0,6300,250,TRUE,250,1225
"Dairy, Bread & Batter",Amul Lactose Free Milk,2500,4,0,2400,250,TRUE,250,1226
"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,TRUE,400,1227
"Dairy, Bread & Batter",Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,TRUE,1,1228
"Dairy, Bread & Batter",Amul Cheese Slices,7100,1,0,7000,100,TRUE,100,1229
"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,TRUE,200,1230
"Dairy, Bread & Batter",The Bake Shop Pizza Base Whole Wheat,3000,0,0,3000,150,TRUE,150,1231
"Dairy, Bread & Batter",Nestle A+ Slim Dahi - Low Fat,7800,3,0,7500,400,TRUE,400,1232
"Dairy, Bread & Batter",Britannia Cheese Garlic Bread,3500,0,0,3500,300,TRUE,300,1233
"Dairy, Bread & Batter",The Bake Shop Whole Wheat Ladi Pav,4000,0,0,4000,200,TRUE,200,1234
"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200,1235
"Dairy, Bread & Batter",Britannia Atta Kulcha,3000,0,0,3000,250,TRUE,250,1236
